기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
라덱셀,경력 3~10년,회사내규에 따름,서울 용산구 서빙고로 17 센트럴파크타워 타워동 1705호 (한강로3가),로봇제어,로봇/기계 제어 SW 개발 (암치료 장비),"['Robot FrameworkLinuxC++EmbeddedPythonC', '＜라덱셀을 소개합니다＞\n\n라덱셀은 세계 최초로 개발한 자기장-방사선 융합 치료 기술을 기반으로 암치료를 혁신하는 의료기기 시스템을 만들고 있습니다.\n기존 방사선치료기를 더 정밀하고, 부작용이 적도록 개선하는 모듈형 자기조절 방사선치료기(MMRT)와 작은 부위도 정밀하게 치료할 수 있는 로봇 내시경 방사선치료기(Robotic Endo-RT)를 만들고 있습니다.\n\n우리는 기존 최신 방사선 암치료의 주요 문제점인 높은 가격과 낮은 치료 효율을 해결하고자 합니다.\n자기장-방사선 융합 치료기는 자기장을 통해 방사선의 분포를 조절하여 정상 장기에 대한 영향을 최소화하며, 암 조직에 방사선을 집중합니다. 이를 통해 기존 방사선치료 대비 정밀도를 향상시키며, 낮은 비용으로 제공하여 환자의 치료 비용 부담을 완화하는 것을 목표로 하고 있습니다.\n\n우리는 자기장-방사선 융합 치료 관련 특허를 세계 최다 보유하고 있으며, 시제품의 전임상 검증을 완료한 세계에서 개발 단계가 가장 앞선 팀입니다.\n\n\n＜라덱셀이 일하는 방식＞\n\n• 필요한 일을 합니다.\n에너지와 리소스를 필요한 일에 집중하여 효율적으로 일합니다.\n\n• 지속적인 성장을 추구합니다.\n스스로의 끊임없는 성장을 추구하고, 동료의 성장에도 도움이 되기 위해 노력합니다.\n\n• 도전하는 용기를 응원합니다.\n새로운 것에 대한 도전과 문제를 해결하는 창의력은 우리의 핵심 동력입니다. 용기있는 시도를 응원합니다.\n\n• 사람이 가장 큰 자산임을 믿습니다.\n진정한 협업은 상호 존중과 이해에서 비롯되며, 구성원 각각의 다양한 관점과 기여는 우리의 큰 힘이 됩니다.\n\n\n＜이런 업무를 맡게 됩니다＞\n\n\n주요업무\n• 구동 모터 및 로봇팔 제어 시스템 개발: 로봇팔의 움직임을 정밀하게 조절하고 최적화하는 시스템을 개발합니다. 방사선 발생장치의 제어와 로봇팔 제어를 연동합니다.\n• 소프트웨어와 하드웨어의 통합: 효율적이고 신뢰성 높은 시스템을 위해 소프트웨어와 하드웨어를 통합 제어합니다.\n• 로봇 개발 협업 관리: 로봇팔의 제작 및 제어 SW 개발은 외부 전문 기업과의 협업을 통해 진행됩니다. 외부 기업과 소통하여 로봇의 motion을 최적화하고, 로봇의 task(자기장-방사선 치료)를 개발합니다.\n\n\n＜ 이 포지션은 중요합니다＞\n\n• 로봇/기계 제어 SW 개발자는 암 치료 장비의 핵심 기능을 담당하며, 장비의 정밀성과 안정성을 보장하는 데 중요한 역할을 합니다. 이 포지션을 통해 환자들에게 더 안전하고 효과적인 치료 방법을 제공하는 데 기여할 수 있습니다.', '• C/C++, Python\n• 리눅스 환경 개발 경험', '• 로봇팔 연구, 제어 경험\n• 관련 경력 3년 이상 또는 석사 이상 학위 (컴퓨터공학, 전기공학, 메카트로닉스, 로봇공학 등)\n• 의료기기 소프트웨어 개발 프로세스 경험']"
칼만,경력신입,회사내규에 따름,경기 안양시 동안구 엘에스로 142 안양 skv1 센터 511호,로봇제어,로봇 개발자,"['RustHWC++ROSMCUMATLABHTML5PythonEmbeddedC', '저희 팀과 함께 로봇을 개발하고자 하는 분들을 모십니다. \n주요 업무는 하기 5가지 중에서 선택하실 수 있습니다. \n\n• Mechanical Engineer : 로봇 하드웨어 설계\n- Gear/Leg/Arm/Actuator 설계 \n- Tool : Inventor, Fusion360, Solidworks, AutoCAD 등 CAD 관련 업무\n\n• Control Engineer : 로봇 제어기 설계 및 시뮬레이션\n- PID, Optimal Control, Reinforcement learning, Filter 설계\n- ROS를 사용한 로봇 구동\n- Simulation \n- C/C++, Python, MATLAB 등 프로그래밍 \n\n• Software Engineer : 로봇 응용 프로그램 / 서비스 개발\n- 영상처리, Deep-learning\n- 다중 카메라 데이터 취득 및 처리\n- QT, HTML\n- C/C++, Python, Java, Rust 등 프로그래밍 \n\n• Embedded Engineer : 로봇 컴포넌트 개발\n- STM32, Arduino, DSP 등의 MCU를 사용한 제품 설계 \n- Circuit Design/Artwork  \n- C/C++, Python 등 프로그래밍\n\n• Robot Operator : 로봇 설치/조종/서비스 (경험자 우대)\n- 로봇 혹은 RC 조종 유-경험자\n- 드론, 모바일, 수중 드론 등\n- 고객 의견 반영,  로봇 사용성 개선', '• 4년제 대학(공학계열) 졸업 이상\n• 포트폴리오 ', '• 고성능 엑추에이터 설계 분야 경험\n• 로봇 관련 서비스 제작 경험\n• 로봇 제작 경험\n• 로보틱스 관련 연구실 졸업자\n• 위 내용들 보다는 [고성능 로봇 개발]에 관심을 갖고 있다면 저희 회사에 필요한 분입니다.']"
슈어소프트테크,경력 3~15년,회사내규에 따름,경기 성남시 수정구 금토로80번길 37 인피니티타워 E동,로봇제어,[로보틱스개발팀] C/C++개발자,"['ROSLinuxC++Embedded LinuxPythonC', '• 로봇 분야 소프트웨어 개발 (로봇 제어 SW 개발 및 검증)\n', '• 로봇 분야 개발 경험자\n• ROS, linux 환경 개발 경험자', '• C, C++, Python 언어 개발 개발 경험\n• 임베디드 S/W 개발 경험']"
한화로보틱스,경력 2~6년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,협동로봇 알고리즘 개발자 경력사원 모집,"['C++SWROSMATLABPythonC', '• 다관절로봇 기구학/동역학 모델링\n• 다관절로봇 위치 제어/ 힘 제어\n• 시뮬레이션 및 SW 개발\n', '• 석사 이상(학사 경우 로봇 관련 분야 실무 경력 5년 이상)\n• 로봇(Manipulator)의 Trajectory generation, 기구학/동역학, 모델링, Feedback control(Force control), Estimation 이해\n• C/C++, Python, Matlab 등을 활용한 로봇 제어 SW 개발 능력', '• ROS1, ROS2 개발 경험\n• 모델 기반 설계 경험(MBD), 물리 모델 시뮬레이터 활용 경험 (CoppeliaSim, Gazebo 등)\n• System identification, Optimization solvers 활용 경험']"
유진로봇,경력 4~10년,회사내규에 따름,인천 연수구 하모니로187번길 33,로봇제어,개발본부 제어 엔지니어,"['GitBitbucketUbuntuLinuxC++FWROSCJiraGitHub', '• 센서 퓨전 알고리즘 개발\n  : 다양한 센서 정보를 퓨전하는 기술 개발\n• SLAM and localization\n  : Lidar 기반의 지도작성 및 위치인식 기술 개발\n• Navigation\n  : 배송로봇을 위한 경로계획, 경로추종 기술 개발\n• 배송로봇 운용을 위한 상위 제어 프로그램 작성', '• 전기/전자/컴퓨터/로봇 또는 관련학과 학사 이상\n• C/C++ 가능자\n• 전문연구요원 지원 가능\n', '• 이동 로봇 제어 및 개발 관련 경험자\n• ROS/소스 버전/CMake개발 도구 경험자']"
에이알247,경력 2~10년,회사내규에 따름,경기도 성남시 분당구 구미동 로드랜드이지타워 108호,로봇제어,자율주행 로봇 Motion Control &  Path Planning,"['UbuntuC++ROSLinuxSWPythonC', '• Motion 제어 \n• Global Path Planning\n• Local Path Planning\n• Behavior Control \n• Pure Pursuit, MPC\n• Motor Control (PID,PWM,Torque,)\n• ROS1 or ROS2 \n• C/C++\n• Linux/Ubuntu ', '• Robot Motion Control Experience \n• Robot Based Experience \n• Autonomous Related Work', '• 스타트업 분위기 좋아하시는 분! ']"
랩투마켓,경력 5~15년,회사내규에 따름,서울시 강서구 마곡중앙8로 14 408호,로봇제어,로봇 하드웨어 제어 개발자 채용,"['PLCHW', '• Motion Controller 프로그램 개발\n• TRIO, Elmo Motion Controller  프로그램 개발', '• 전문학사(전문대 졸) 이상(관련학과 전공자 : 제어공학, 전자공학, 로봇공학, 메카트로닉스 학과 등)\n• 경력 5년 이상(경력) / 신입은 무관\n• 모션 컨트롤러 및 PLC 제어 가능한 자\n• 자동화 장비의 전장 설계 가능한 자\n• 해외 출장, 해외근무 결격 사유 없는 자\n• 영어 기술 문서 리딩이 가능한 자', '• 물류 관련 장비 개발 경험을 가진 자\n• 반도체 장비 제어 개발 경험을 가진 자\n• TRIO, ELMO 컨트롤러 등 상용 임베디드 보드 개발 경험을 가진 자']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",로봇제어,협동로봇 Application 설계 개발자 경력사원 모집,"['PLCHWSWAutocad', '• 자동화 공정 분석 및 설계\n- 대내외 로봇 자동화 사업 제안서 작성 및 프로젝트 진행\n- 고객사 요청에 따른 Layout 수정 및 도면 작업\n\n• 자동화 기구 설계\n- 자동화 공정 및 레이아웃 설계 (AutoCAD, Creo 등)\n- 자동화 설비 레이아웃 설계 및 현장 적용\n- 설계 검증을 위한 Test-bed 구축 및 시뮬레이션\n- 설비 물동량 계산 및 검증\n\n• PLC 제어\n- 물류 장비, 공정 장비 전장 설계\n\n• 자동화 SW 개발\n- 소프트웨어 요구사항/설계/구현/평가 전반 업무\n- 자동화 설비 제어 소프트웨어 개발\n- 상위 시스템 연동 구현', '• 하드웨어 설계\n- 로봇 및 자동화 설비 관련 직무 경력 3년 이상\n- 자동화 설계(2D/3D) 유 경험자\n\n• PLC 제어\n- 물류 장비, 공정 장비 전장 설계 경험\n- 제어 프로그램 개발 경험 (PLC)\n\n• 자동화 SW 개발\n- 로봇 및 자동화 설비 관련 직무 경력 3년 이상\n- 자동화 설비 제어 소프트웨어 경험\n- 이더넷 기반 통신 및 산업용 통신 기반 연동 제어', '• 공통\n- 자동화 솔루션 기획 및 프로젝트 관리 역량 보유자\n- 로봇 자동화 시스템 구축 경험 보유자 (F&B 포함)\n- 시스템 설계/개발/양산 경력 보유자\n\n• 하드웨어 설계\n- 설비 외주업체 관리 경험 보유자\n- 2D, 3D 설계 능력 능통자 (AutoCAD, Creo, Inventor)\n\n• 자동화 SW/PLC 개발\n- 제어SW 및 PLC 제어 능통자\n- HMI 설계 및 개발']"
로아스,경력 2~10년,회사내규에 따름,"경기도 안양시 동안구 엘에스로 116번길39, 사무동 402호 엘에스엠트론하이테크센터(호계동)",로봇제어,기술지원팀 로봇 기술지원(Field Application Engineer) 경력직 채용,"['HWSWQA', '로봇 제품/기술에 대한 기본적인 이해를 바탕으로 기술지원 업무를 수행합니다.\n\n• 제품 납품 및 검수와 관련된 업무 (사용법 안내 등)\n• 제품/서비스 장애 발생 시, 문제점 분석 및 리포팅/대응 (CRM 활용)\n• 글로벌 제품에 대한 매뉴얼 제작 등 문서화 업무\n• 제품 유지보수와 관련된 업무', '• 전문학사 이상\n• 관련학과(메카트로닉스, 로봇공학, 전기전자공학, 제어공학 등) 전공\n• 관련 분야 경력자\n• 운전가능자', '• 로봇 HW 또는 SW 개발 경험자\n• 중국어, 영어 커뮤니케이션 가능자\n• 운전면허 1종 보통']"
로아스,경력 3~10년,회사내규에 따름,"경기도 안양시 동안구 엘에스로 116번길39, 사무동 402호 엘에스엠트론하이테크센터(호계동)",로봇제어,플랫폼개발팀 로봇 전장개발 경력직 채용,"['OrcadHWAutocadPCBEmbedded', '모바일 로봇, 다관절 로봇 등 대상으로 아래와 같은 업무를 진행합니다.\n\n• 전장 및 하네스 설계 및 제작\n• 고객 요구에 맞춰 전장/하네스 통합 \n• PCB 설계\n• 로봇 HW Circuit Architecture 설계\n• Embedded 통신 및 전원 회로 설계', '• 전문학사 이상\n• PCB Artwork 설계/개발 경험자\n• 로봇/장비 관련 회로/전장/하네스 설계 및 제작 경험\n\n ※포트폴리오 제출 필수', '• 설계툴 (Altium designer, orCAD, AutoCAD 등) 활용 설계 가능자\n• 관련학과(메카트로닉스, 로봇공학, 전기전자공학, 제어공학 등) 이공계열 전공자']"
아이로,경력신입~20년,회사내규에 따름,"경기 광명시 덕안로104번길 17 310호,311호,312호,313(일직동)",로봇제어,로봇물고기 펌웨어 엔지니어,"['Circuit designHWFWC++SWC', '• MCU 구동 프로그램(펌웨어) 개발\n• Ethernet, RS485, Bluetooth, Wi-Fi 등 통신 개발\n• DC Motor, BLDC 모터, STEP 모터 제어 기능 개발\n• 다양한 센서들을 이용한 위치 인식 및 장애물 감지 기능 개발\n• 로봇 모션, 전원, 구동 제어\n• 제어 시스템 이슈 디버깅', '• 경력 : 신입 ~ 20년\n• 기타 필수 사항\n\u3000- 해당직무 근무경험', '• 공학계열 전공(기계, 전자, 메카트로닉스) 환영\n• 로봇 개발의 다수 경험을 가지고 계신 분\n• 자기주도적 업무를 지향하는 분\n• 새로움에 도전하며, 조직문화를 함께 만들어 나갈 분\n• 끈기있게 원인을 탐색하고 해결방안을 찾아내는 분']"
클로봇,경력 10~20년,회사내규에 따름,"경기도 성남시 분당구 성남대로925번길 16, 7층 701호(야탑동)",로봇제어,[클로봇] 로봇 관제 시스템 설계 개발 리더,"['MSAMQTTSpring BootROSJavaKubernetesVue.jsPython', '[ 로봇 관제 시스템 설계 ]\n• 로봇 관제 시스템 서버 및 시스템 아키텍쳐 설계\n• 로봇 관제 시스템 DB 설계\n• 관제 시스템 interface 설계\n• 로봇 및 외부 시스템 연동 interface 분석 및 설계\n\n[ 개발 리딩 ]\n• 팀 내 개발자들의 업무를 lead / help / check하여 기간 내 업무가 수행될 수 있도록 관리', '• 서버 및 시스템 아키텍처 설계 경험\n• MSA, Kubernetes, Cloud, On-Premise 구축 경험\n• Multi Platform, Device, Language 경험\n• Backend, Frontend 기술을 잘 알고 개발 방향 Lead 경험\n• B2B (대고객) SI 프로젝트 수행 경험자\n• 분석/설계 수행 및 사업관리/품질관리 사업수행 경험자\n• 웹 개발 기술 보유자 (프레임워크, JAVA, 오픈소스, Vue.js)\n• 웹, 모바일 기반 솔루션 개발 경험자\n• 유연한 커뮤니케이션과 문제 해결 역량', '• 스마트 팩토리, 스마트 시티, 제조/물류, 자율주행 로봇 서비스/기술 이해\n• 산업용 기기, IoT 기술 이해\n• GIT, CI/CD 관리 경험\n• 스마트팩토리, 스마트시티, 제조/물류, 공공사업 등 다양한 산업군에서 SI 프로젝트 PM, PL 경험\n• 다양한 산업군에서 관제(모니터링/제어) 서비스/솔루션 개발 경험을 갖고 계신 분\n• 로봇 서비스 프로젝트 수행 경험이 있으신 분\n• 빅데이터, AI 등 신기술에 대한 지식과 프로젝트 경험을 보유하신 분\n• 다양한 산업군에서 Back Office 개발 경험을 갖고 계신 분\n• 컴퓨터공학, 전기전자공학, 산업공학, 로봇공학 등 관련 전공자 우대']"
나인벨,경력 10~20년,회사내규에 따름,경기 성남시 중원구 사기막골로 99 센트럴비즈타워 2차 615호,로봇제어,자동화기계 및 로봇 SW(제어) 개발 연구원 채용,"['PLCC++C#', '• Power PMAC IDE 환경에서 장비 제어 프로그램 개발\n• Yaskawa 프로그램 개발\n• Visual Studio C# (Winform) 환경에서 프로그램 개발\n• 윈도우 환경에서 응용 프로그램 개발', '• 경력 사항\n  - 경력: 10년 이상\n  - 필수경력: PLC 프로그램 개발 또는 PC개발 경력자 (Yaskawa, Mitsubishi)\n  - 필요 지식/기술: \n     C++ / C# 프로그래밍 언어\n     Ethernet(Socket) / Serial 통신\n     장비 자동화 (EQ Sequence / MES 통신)', '• Visual studio 유경험자 (C++, C#, etc)\n• 여러 종류의 다양한 PLC 프로그램 개발 유경험자']"
트리즈엔지니어링,경력 2~10년,회사내규에 따름,경기도 화성시 동탄산단5길 10-12,로봇제어,자율주행 로봇 및 관제 SW 개발자,"['ROSLinuxC++SWPythonCC#Windows', '• 실내·외 로봇 인지, 판단, 제어 시스템 SW 개발\n• ROS, Linux, Python/C/C++  기반 로봇시스템 개발\n• 자율주행 실내·외 로봇 알고리즘 개발 \n• 관제시스템 UI/UX 개발', '• Python, C, C++ 개발 경험\n• 프로젝트 진행 및 협업 역량', '• Python, C, C++ 개발 경험자\n• Windows/Linux 기반의 로봇시스템 개발 경험자 \n• 관련 프로젝트 및 업무 경험자\n• 관련 전공 석/박사 학위 보유자\n• 커뮤니케이션 능력, 문제 해결 능력 보유자']"
