기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
파이온코퍼레이션,-,-,"서울시 강남구 삼성로 85길 26, V&S 601호",딥러닝,", Kaggle Rank 24위의 실리콘밸리 출신 Chief Architect와 함께 연구 수행, Computer Vision 데이터 분석 및 모델링 (텍스트 추출, 인물/상품 인식, 동작 인식, A-cut 분류 등), 공개 모델 분석을 기반으로 향상된 모델 학습시켜 자체 모델 지속 개선","※ 1차 면접 전 문제 풀이 단계가 있습니다., 딥러닝 동작 방식 및 알고리즘에 대한 깊이 있는 이해, Python 중급 이상 활용 가능, 박사 졸업 이상, 학부는 컴퓨터 전공 필수"
룩코,2년,-,"서울 강남구 테헤란로 43길 18, SC빌딩 6층",딥러닝,"- 의류 이미지 속성 추출/탐지 및 이미지 검색 모델 학습- 딥 러닝 알고리즘 개발 및 평가- 모델 성능 분석 및 성능 개선- 데이터 엔지니어 및 라벨러와의 원활한 소통, 데이터 분석 및 개선 방향성 제시, 관리- ML 모델링에만 집중하지 않고, 데이터의 의미와 상태를 끊임없이 개선[연구 팀은 이렇게 일해요]1. 문제정의 (타 팀과 함께 수행)- 고객 문제 정의 → 솔루션 도출 → 필요한 인공지능 기술 정의 → 중장기 목표 수립 (2-3개월)2. 연구 수행 (에자일 + 연구)- 기존 연구 분석 (선행 연구 및 데이터 분석)- 데이터 생산 및 검수- 모델링 및 최적화- 서비스 통합을 위한 API 구축 및 모델 배포 (Docker)3. 사용하는 툴 / 환경- 자체 라벨링 및 데이터 관리를 위한 백오피스를 활용- 성능 최적화를 위한 별도의 소프트웨어 서비스 활용- RTX 3090 등 고성능 GPU 25대 이상 자체 보유 (서버 다수)","- Python 언어로 원하는 것을 개발/구현을 자유롭게 하실 수 있는 분- DL Framework (Pytorch, Tensorflow, Keras) 중 1가지 이상을 자유롭게 이용 가능하신 분- 논문에 기술된 내용을 이해하고, 이를 구현 가능하신 분- 관련 분야 석사학위 이상 소지자 혹은 최소 2년 이상의 현업 경력자- 단순히 ""연구""적으로 의미가 깊은 것 보다는, 실제 서비스에 필요하고 사용자들의 편의성을 높이는 기술 개발에 대한 관심- Notion/Slack을 통한 커뮤니케이션, Github를 통한 버전관리에 익숙하신 분- 상용 딥러닝 모델 구현 경험이 있으신 분- MLflow, WandB, Neptune 관련 기술 및 경험이 있으신 분- Docker, Kubernetes 환경에서 연구 및 개발 경험이 있으신 분- MLOps 에 대한 관심 혹은 경험- 데이터의 통계적 분석과 모델 분석을 통한 insight가 있으신 분- 스스로 문제를 파악하고 가설을 제기하고 실험을 통해 검증하는 것을 좋아하는 분- 패션 이미지 데이터에 대한 관심이 많은 분현재 사용하는 기술- DL: Pytorch- VCS: Git- 커뮤니케이션: Notion, Slack"
연합시스템,1년,-,경기도 김포시 양촌읍 황금로 323번길 26번지,딥러닝,데이터 분석가- 공작기계에서 생성되는 시계열 데이터 전처리/가공/분석/해석 및 인사이트 도출,"경력 : 1년이상학력 : 무관성별·나이 : 무관- 데이터 분석 경력 1년 이상- 데이터 추출 및 분석을 위한 언어(SQL, Python)를 능숙하게 다루는 분- 데이터 시각화 툴(Tableau, BI, 엑셀, matplotlib 등)을 능숙하게 다루는 분- 포트폴리오 제출 필수- 관련학과 석사이상 우대- Matlab 사용 경험- GCP, AWS 사용 경험- 시계열 데이터를 이용한 머신러닝, 딥러닝 모델 개발 경험- 사내 직장어린이집 이용 가능한 분"
블루닷,-,-,강남구 언주로 527 강남텔레피아빌딩 4층,딥러닝,", 딥러닝 기반 영상처리 알고리즘 개발- AI 논문 서치 및 리뷰를 통한 구현 및 학습, 실시간 영상처리 제품을 위한 네트워크 최적화- 뉴럴 네트워크 경량화 및 최적화(화질, 사용자원, 속도 tradeoff) 작업 수행[서류전형 - 대면면접(논문발표, 코딩테스트 포함) - 처우협의 - 최종입사]",", 컴퓨터비전/머신러닝/딥러닝 지식 보유 및 관련 프로젝트 수행 경험자, 영상처리 관련 프로젝트 수행 경험자(Super resolution, Denoising, Deblurring, Color adjustment 등), 딥러닝 프레임워크 (e.g. Pytorch, Tensorflow 등) 개발 가능, Top Tier 컨퍼런스 및 저널 1저자 경험, 뉴럴 네트워크 경량화 및 최적화 경험 및 기술 보유, 상용화(가능) 서비스 및 제품에 탑재된 알고리즘 개발 경험, 병역특례"
블루닷,3년,-,강남구 언주로 527 강남텔레피아빌딩 4층,딥러닝,", 딥러닝 기반 영상처리 알고리즘 개발- AI 논문 서치 및 리뷰를 통한 구현 및 학습, 실시간 영상처리 제품을 위한 네트워크 최적화- 뉴럴 네트워크 경량화 및 최적화(화질, 사용자원, 속도 tradeoff) 작업 수행, 프로덕트 출시 후 개선작업 리딩",", 3년 이상 (박사 신입급 가능), 컴퓨터비전/머신러닝/딥러닝 지식 보유 및 관련 프로젝트 수행 경험자, 영상처리 관련 프로젝트 수행 경험자 (Super resolution, Denoising, Deblurring, Color adjustment 등), 딥러닝 프레임워크 (e.g. Pytorch, Tensorflow 등) 개발 가능자격요건 중에 한 두가지 부족하지만, 노력으로 충분히 캐치업할 수 있는 자신이 있다면 망설이지말고 지원해주세요!, Top Tier 컨퍼런스 및 저널 1저자 경험, 뉴럴 네트워크 경량화 및 최적화 경험 및 기술 보유, 상용화(가능) 서비스 및 제품에 탑재된 알고리즘 개발 경험, 병역특례"
에이모(AIMMO),4년,-,경기 성남시 분당구 벌말로 50번길 41 투아이센터 7층,딥러닝,-머신러닝/딥러닝을 활용한 자율주행 데이터셋 개발 및 개선-자율주행 데이터로 학습한 모델 결과 분석 리포팅 & 성능 개선,"-관련 분야 경력 4년 이상이신 분-Computer vision, Image/Video processing 이론에 대한 전반적인 이해가 있으신 분-딥러닝 프레임워크 (Tensorflow, PyTorch 등)를 활용한 모델 개발 및 배포 경험이 있으신 분-대용량 데이터를 분석 및 시각화 경험이 있으신 분-해외 출장에 결격 사유가 없는 분-팀원들과 적극적으로 소통할 수 있는 분, 주도적으로 업무를 이끌어가시는 분[필수 제출서류]- 자율 양식의 이력서└ 필수 포함내용: 성향 및 업무 가치관, 개발경험, 성공 및 실패 경험(협업 or 프로젝트 진행 관련)- 개발 성과/협업 경험을 보여줄 수 있는 포트폴리오[채용 프로세스]코딩테스트-＞ 1차면접 -＞ 2차면접 -＞ 합격자 인터뷰 -＞ 최종 합격-관련 분야 석사/박사 학위 소지하신 분 (인공지능, 컴퓨터 공학, 통계, 데이터분석 등)-Data-centric AI 에 대한 이해도가 높고 관련 개발 경험이 있으신 분-자율주행 데이터셋 생성/활용 경험이 있으신 분 (이미지, LiDAR, RADAR 등등, 2D/3D 데이터셋 경험)-Linux 기반 개발 경험이 있으신 분"
애니펜,-,연봉업계평균이상,"경기도 성남시 분당구 분당내곡로 131, 7층(백현동, 판교테크원)",딥러닝,- 딥러닝 기술을 이용한 자연어 처리(NLP) 관련 연구 및 개발- 딥러닝 모델 경량화 및 융합 기술 개발,"- 딥러닝, NLP(자연어 처리) 및 컴퓨터 비전 관련 연구 및 개발 경험- C/C++, Python 등을 통한 관련 분야 개발 경험,	관련 분야 석사 학위 이상,	딥러닝, 자연어 처리, 음성, 영상 처리 등 새로운 기술 및 지식 습득에 관심이 있는 분,	딥러닝 기반 자연어 처리 프로젝트 경험,	GPT, Chatbot, Text to Speech, Speech to Text 관련 프로젝트 경험,	딥러닝 프레임워크(Tensorflow, Pytorch 등) 기반 개발 경험,	클라우드 기반 개발 경험,	딥러닝 관련 논문을 이해하고, 구현 및 개선 경험"
에프에스솔루션,10년,연봉업계평균이상,경기도 성남시 수정구 금토로 80번길 11 (금토동) 판교이노베이션랩 지식산업센터 1409 /1410/ 1411호,딥러닝,"1. 딥러닝/머신러닝 모델 개발- Classification(분류) / Object Detection(객체 검출)- 데이터 셋 설계 및 구축 / 데이터 셋 통합 / Semi-Supervised Learning- Image Augmentation / Auto-Labeling- 딥러닝 모델 개발 및 경량화2. ADAS / DMS 개발- ADAS : LDW / FCW / RCW / HMW / FVSA / MOD / FVSA / TSR / BSD / LPR 등- DMS(Driver  Monitoring Systems) : 운전자 신원인식 / 표정 / 시선 / 행위인식 등3. CCTV Surveillance- 지능형 CCTV 솔루션 : 침입 / 배회 / 유기 / 폭행 / 화재 / 쓰러짐 / 신원인식- 보행자 / 차량(차종/색상) / 번호판 인식/ 얼굴인식 / 인상착의(인종, 성별, 연령, 상하의, 신장)4. Embedded System- 딥러닝 모델 변환 및 경량화(Quantization / Pruning)- PC 기반에서 개발된 영상 인식 알고리즘 및 딥러닝 모델을 Embedded(CPU, NPU) 환경에 포팅및 최적화- Embedded System 환경에서 이미지 처리 및 노이즈 제거 등의 영상 인식 Algorithm 개발 및포팅","1. 학력 : 학사 이상 (석/박사 우대)2. 나이/성별 : 무관3. 경력 : 10년 이상4. 전공 : 영상처리 관련 전공자5. 필수 :- Computer Vision 이론적 배경 및 지식- 영상처리 / 딥러닝 관련 실무 경험- 카메라 / 스트리밍 영상 / 녹화 영상처리 경험- Python / C / C++ / OpenCV 개발 경험1. SW공학, 수학, 통계학, 전자공학, 컴퓨터공학, 시스템공학, 기계공학 등 그에 준하는 업무 능력 보유2. 영상처리 / 딥러닝 관련 전공자3. 동종업계 근무자 우대 (ADAS, DMS, CCTV Surveillance, Embedded)4. 탑티어 저널(CVPR, ICCV, ECCV, NeurlPS, ICML, ICLR, etc.) 논문 등재 및 특허 출원/등록 경험5. 최신 기술 동향 파악 및 SOTA 알고리즘 적용 경험6. Computer Vision 이론적 배경 지식 보유(전처리, 특징 추출,  머신비전 등)7. Tensorflow / PyTorch / TensorRT / Onnx / OpenVINO / OpencvDNN 등 딥러닝 프레임워크사용 경험8. Docker / Conda / RTSP / FFmpeg / Cross compile / GUI 개발 경험9. AI Embedded System 개발 경험10. Face Recognition, RCNN, SSD, Yolo 등 모델 학습 및 문제 해결 경험11. 주어진 문제를 해결하기 위해 다양한 기술적 방법을 연구하는 적극적인 자세를 가지신 분12. 영어 가능자"
에프에스솔루션,-,연봉업계평균이상,경기도 성남시 수정구 금토로 80번길 11 (금토동) 판교이노베이션랩 지식산업센터 1409 /1410/ 1411호,딥러닝,"1. 딥러닝/머신러닝 모델 개발- Classification(분류) / Object Detection(객체 검출)- 데이터 셋 설계 및 구축 / 데이터 셋 통합 / Semi-Supervised Learning- Image Augmentation / Auto-Labeling- 딥러닝 모델 개발 및 경량화2. ADAS / DMS 개발- ADAS : LDW / FCW / RCW / HMW / FVSA / MOD / FVSA / TSR / BSD / LPR 등- DMS(Driver  Monitoring Systems) : 운전자 신원인식 / 표정 / 시선 / 행위인식 등3. CCTV Surveillance- 지능형 CCTV 솔루션 : 침입 / 배회 / 유기 / 폭행 / 화재 / 쓰러짐 / 신원인식- 보행자 / 차량(차종/색상) / 번호판 인식/ 얼굴인식 / 인상착의(인종, 성별, 연령, 상하의, 신장)4. Embedded System- 딥러닝 모델 변환 및 경량화(Quantization / Pruning)- PC 기반에서 개발된 영상 인식 알고리즘 및 딥러닝 모델을 Embedded(CPU, NPU) 환경에 포팅 및 최적화- Embedded System 환경에서 이미지 처리 및 노이즈 제거 등의 영상 인식 Algorithm 개발 및 포팅","1. 학력 : 학사 이상 (석/박사 우대)2. 나이/성별 : 무관3. 경력 : 신입4. 전공 : 영상처리 관련 전공자5. 필수 :- Computer Vision 이론적 배경 및 지식- 영상처리 / 딥러닝 관련 실무 경험- Python / C / C++ / OpenCV 개발 경험- 자료구조/알고리즘 C언어 개발 경험- 카메라 / 스트리밍 영상 / 녹화 영상처리 경험1. SW공학, 수학, 통계학, 전자공학, 컴퓨터공학, 시스템공학, 기계공학 등 그에 준하는 업무 능력 보유2. 영상처리 / 딥러닝 관련 전공자3. 탑티어 저널(CVPR, ICCV, ECCV, NeurlPS, ICML, ICLR, etc.) 논문 등재 및 특허 출원/등록 경험4. 최신 기술 동향 파악 및 SOTA 알고리즘 적용 경험5. Computer Vision 이론적 배경 지식 보유(전처리, 특징 추출,  머신비전 등)6. Tensorflow / PyTorch / TensorRT / Onnx / OpenVINO / OpencvDNN 등 딥러닝 프레임워크 사용 경험7. Docker / Conda / RTSP / FFmpeg / Cross compile / GUI 개발 경험8. AI Embedded System 경험9. Face Recognition, RCNN, SSD, Yolo 등 모델 학습 및 문제 해결 경험10. 주어진 문제를 해결하기 위해 다양한 기술적 방법을 연구하는 적극적인 자세를 가지신 분11. 영어 가능자"
에프에스솔루션,3년,연봉업계평균이상,경기도 성남시 수정구 금토로 80번길 11 (금토동) 판교이노베이션랩 지식산업센터 1409 /1410/ 1411호,딥러닝,"1. 딥러닝/머신러닝 모델 개발- Classification(분류) / Object Detection(객체 검출)- 데이터 셋 설계 및 구축 / 데이터 셋 통합 / Semi-Supervised Learning- Image Augmentation / Auto-Labeling- 딥러닝 모델 개발 및 경량화2. ADAS / DMS 개발- ADAS : LDW / FCW / RCW / HMW / FVSA / MOD / FVSA / TSR / BSD / LPR 등- DMS(Driver  Monitoring Systems) : 운전자 신원인식 / 표정 / 시선 / 행위인식 등3. CCTV Surveillance- 지능형 CCTV 솔루션 : 침입 / 배회 / 유기 / 폭행 / 화재 / 쓰러짐 / 신원인식- 보행자 / 차량(차종/색상) / 번호판 인식/ 얼굴인식 / 인상착의(인종, 성별, 연령, 상하의, 신장)4. Embedded System- 딥러닝 모델 변환 및 경량화(Quantization / Pruning)- PC 기반에서 개발된 영상 인식 알고리즘 및 딥러닝 모델을 Embedded(CPU, NPU) 환경에 포팅및 최적화- Embedded System 환경에서 이미지 처리 및 노이즈 제거 등의 영상 인식 Algorithm 개발 및포팅","1. 학력 : 학사 이상 (석/박사 우대)2. 나이/성별 : 무관3. 경력 : 3년 이상4. 전공 : 영상처리 관련 전공자5. 필수 :- Computer Vision 이론적 배경 및 지식- 영상처리 / 딥러닝 관련 실무 경험- 카메라 / 스트리밍 영상 / 녹화 영상처리 경험- Python / C / C++ / OpenCV 개발 경험1. SW공학, 수학, 통계학, 전자공학, 컴퓨터공학, 시스템공학, 기계공학 등 그에 준하는 업무 능력 보유2. 영상처리 / 딥러닝 관련 전공자3. 동종업계 근무자 우대 (ADAS, DMS, CCTV Surveillance, Embedded)4. 탑티어 저널(CVPR, ICCV, ECCV, NeurlPS, ICML, ICLR, etc.) 논문 등재 및 특허 출원/등록 경험5. 최신 기술 동향 파악 및 SOTA 알고리즘 적용 경험6. Computer Vision 이론적 배경 지식 보유(전처리, 특징 추출,  머신비전 등)7. Tensorflow / PyTorch / TensorRT / Onnx / OpenVINO / OpencvDNN 등 딥러닝 프레임워크사용 경험8. Docker / Conda / RTSP / FFmpeg / Cross compile / GUI 개발 경험9. AI Embedded System 개발 경험10. Face Recognition, RCNN, SSD, Yolo 등 모델 학습 및 문제 해결 경험11. 주어진 문제를 해결하기 위해 다양한 기술적 방법을 연구하는 적극적인 자세를 가지신 분12. 영어 가능자"
보이저엑스(VoyagerX),-,연봉업계평균이상,서초구 서초대로38길 12 마제스타시티 타워1 10층 (주)보이저엑스,딥러닝,"1. 업무내용:, Vrew, vFlat 등 인공지능 서비스에 필요한 모델을 개발. 세상에 없던 새로운 모델을 처음부터 개발하거나 이미 세상에 나와있는 모델을 응용하여 변형된 모델을 개발함2. 업무 관련 기술: Tensorflow, PyTorch3. 참고: 현재 Vrew, vFlat 팀에서 각각 개발했거나 이용 중인 모델, Vrew:- 개발 시간 중 모델링 비중: 20%- 자사 모델: 음성과 텍스트의 싱크, 자막 줄 바꿈, 무음 구간 줄이기, 박수 소리 인식- 타사 모델: 음성 인식, 번역, vFlat:- 개발 시간 중 모델링 비중: 60%- 자사 모델: 스캔 영역 인식, 곡면의 평면화, 손가락 이미지 제거, 그림자 제거, 색상보정- 타사 모델: 문자 인식","A. 모든 개발자 공통 요건, 개발을 좋아함, 수학을 좋아함, 딥러닝에 관심이 많음, 협업이 두렵지 않음, 책임감이 강함B. 딥러닝 모델 개발자 요건, 딥러닝이 앞으로 점점 더 많은 문제를 해결할 거라고 믿음, 실질적인 문제 해결에 보람을 느낌, 완벽만큼 완성을 중요하게 생각함C. 딥러닝 모델 개발자 기술 질문: 5개 이상 잘 대답할 수 있어야 함, Gradient Descent란?, Loss Surface란?, Attention이란?, Transformer란?, Collaborative filtering이란?, Few-Shot Learning이란?, Federated Learning이란?, SVD란?, 중심극한정리란?"
펀진,-,-,서울시 성동구 연무장5가길 7 현대테라스타워 East동 13층,딥러닝,",      딥러닝 모델 학습 시스템 자동화 및 효율화, 	서비스 내에서의 데이터 수집, 정제 관련 코딩",",	정형/비정형 데이터 활용한 ML 모델 및 알고리즘 개발,	AI 모델 파이프라인 구축 및 시스템 자동화,	학습 데이터 전처리, 가공, 분석,	Python,	딥러닝 프레임워크 경험(Tensorflow, Pytorch 등),	OpenCV, Pandas 등 데이터 처리 라이브러리 경험,	C++ 프로그래밍 언어 활용 능력 보유자,	Inference engine 경험자(TensorRT, ONNX 등),	석사 우대"
안티그래비티,5년,-,서울 성동구 성수이로22길 37 (성수동2가) 아크밸리 지식산업 센터 303c호 안티그래비티,딥러닝,# 업무 소개기술개발목표: 3D 가슴 Template과 2D 상품 이미지 style-mapping 알고리즘 개발# 주요 업무- 2D 상품 이미지-2D 탬플릿 간 style-mapping 학습 알고리즘 개발- 2D 상품 이미지-2D 탬플릿 변형 GAN 알고리즘 개발- 가슴 이미지 변형에 따른 mapping 결과 GAN 생성- 2D style-transfer to 3D 정합 알고리즘 개발- Mesh 변형에 따른 속옷 mapping 결과 후처리 알고리즘 개발,"# 자격 요건어디 이런 분 없나요?- 경력 5년차 이상- 2d to 3d landmark 추정, texture mapping Computer Vision 기술 연구개발 경험- 3d style-transfer, 통계모델(SMPL,DECA,FLAME) 연구개발 경험- 3d 데이터 기반의 AI 프로젝트 경험- SOTA 최신 논문 기술동향 파악 및 알고리즘 분석 능력- Deep learning 알고리즘 설계, 구현, 검증 경험- Image Prcessing, Computer vision에 관한 전문 지식 보유.# 우대 사항이런 경험 가지신 분, 레드카펫 깔아드립니다.- 컴퓨터비전 석사 이상- AI/이미지 프로세싱 연구 프로젝트 경험 2년 이상- Deep Learning 기술 접목한 서비스 구축 경험- AI/머신러닝/딥러닝 관련 논문 발표 경험 보유"
아이네블루메(채티),3년,연봉업계평균이상,서울특별시 강남구 삼성로 571 K빌딩 8층,딥러닝,", 콘텐츠 개인화 추천 AI 설계 및 모델링, 개발, 머신러닝 & 딥러닝 플랫폼 이용해서 콘텐츠 분류 및 개인화 추천 서비스를 위한 기반 기술 연구, 자연어 처리 및 분석 알고리즘 구현",", 머신러닝/딥러닝 기반의 Prediction을 B2C 서비스에 연동경험이 있으신 분, Python 사용 경험이 있으신 분, OS, Network 를 중심으로 컴퓨터공학에 대한 기본 지식이 탄탄하신 분, 다음 항목 중 두 가지 이상에 해당되는 분- AWS 혹은 GCP와 같은 클라우드 플랫폼 환경에서 AI 엔지니어링 경험이 있으신 분- 리눅스 환경에 대해 잘 이해하고 계신 분- 컨테이너 환경에 이해가 있으신 분, AI 엔지니어링 경력 3년 이상, 아키텍처 설계에 관심이 있고 능동적으로 더 좋은 코드를 만들기 위해 노력하시는 분, 다양한 타입의 데이터베이스(RDBMS, NoSQL 등)를 적재적소에 활용하실 수 있는 분, Deep Collaborative Filtering을 B2C 서비스에 운영해보신 분, ML 관련 Low latency API 개발 경험이 있으신 분, B2C 서비스의 실시간 빅데이터 환경에서 Online Learning 또는 짧은 주기의 배치로 학습해보신 분, Devops 경험 (Infrastructure as Code, 배포 자동화, CI, TDD, 모니터링 등), 서비스에 대한 애착과 책임감이 있으신 분"
이스트오토,-,-,용인시 기흥구,딥러닝,", 어라운드뷰 카메라 영상처리 딥러닝 개발","- 컴퓨터비전, 또는 기계학습과 관련된 전공 또는 직무경험- 프로그래밍 (C/C++, Python 등) 기술- CUDA 프로그래밍 경험"
