순위,기업이름,분야,평점,연봉
1421,대전관광공사 ,서비스업,3.3,2690
1422,밀버스 ,IT/웹/통신,3.3,3277
1423,삼정케이피엠지컨설팅 ,기관/협회,3.3,5929
1424,서울대학교 ,교육업,3.3,3831
1425,설텍 ,제조/화학,3.3,3628
1426,스페이스워크 ,IT/웹/통신,3.3,5373
1427,신세계미디어 ,미디어/디자인,3.3,2511
1428,씨유 ,건설업,3.3,2298
1429,아웃백스테이크하우스코리아(유) ,서비스업,3.3,2881
1430,에듀프라임 ,유통/무역/운송,3.3,3612
1431,에어리퀴드코리아 ,제조/화학,3.3,5097
1432,원데이치과의원 ,의료/제약/복지,3.3,2609
1433,원스토어 ,IT/웹/통신,3.3,6633
1434,전북대학교 ,교육업,3.3,2805
1435,충남도시가스 ,제조/화학,3.3,5061
1436,케이비에스미디어 ,미디어/디자인,3.3,4438
1437,테너지 ,기관/협회,3.3,4682
1438,한국리더십센터 ,교육업,3.3,2931
1439,한국아이큐비아 ,기관/협회,3.3,5559
1440,한국암웨이 ,유통/무역/운송,3.3,5885
1441,한국이엠씨컴퓨터시스템즈 ,유통/무역/운송,3.3,6185
1442,한국장애인고용공단 ,의료/제약/복지,3.3,3370
1443,한국전자기술연구원 ,기관/협회,3.3,5982
1444,한국존슨앤드존슨판매(유) ,유통/무역/운송,3.3,5899
1445,한국종합엔지니어링 ,건설업,3.3,3639
1446,한국허벌라이프 ,유통/무역/운송,3.3,4651
1447,한국훼스토 ,제조/화학,3.3,4779
1448,(사)유엔협회세계연맹 ,기관/협회,3.2,2575
1449,메디칼스탠다드 ,IT/웹/통신,3.2,3585
1450,메조미디어 ,미디어/디자인,3.2,4474
1451,백금티앤에이 ,제조/화학,3.2,3809
1452,빅인사이트 ,IT/웹/통신,3.2,4423
1453,세정 ,제조/화학,3.2,3837
1454,아이디어키 ,미디어/디자인,3.2,3486
1455,아이마켓코리아 ,유통/무역/운송,3.2,4352
1456,알티캐스트 ,IT/웹/통신,3.2,4119
1457,에스앤아이코퍼레이션 ,서비스업,3.2,4376
1458,에이아이스페라 ,IT/웹/통신,3.2,3801
1459,엘리스 ,IT/웹/통신,3.2,3377
1460,엘지유플러스 ,IT/웹/통신,3.2,4909
1461,전인씨엠건축사사무소 ,건설업,3.2,3192
1462,코드스테이츠 ,교육업,3.2,4135
1463,큐에스 ,기관/협회,3.2,3185
1464,파라다이스 ,서비스업,3.2,4692
1465,현대드림투어 ,서비스업,3.2,4093
1466,가톨릭대학교 부천성모병원 ,의료/제약/복지,3.2,4138
1467,네오뷰코오롱 ,제조/화학,3.2,4232
1468,두산정보통신 ,IT/웹/통신,3.2,5558
1469,로보티즈 ,IT/웹/통신,3.2,3728
1470,삼경금속 ,유통/무역/운송,3.2,3258
1471,삼성증권 ,은행/금융업,3.2,5361
1472,신세계건설 ,건설업,3.2,5254
1473,아슈리온코리아(유) ,IT/웹/통신,3.2,5821
1474,언스트앤영어드바이저리 ,기관/협회,3.2,5950
1475,에스케이씨 ,제조/화학,3.2,5858
1476,에이치에스디엔진 ,제조/화학,3.2,5050
1477,엑스엘게임즈 ,IT/웹/통신,3.2,4048
1478,이노션 ,미디어/디자인,3.2,5590
1479,이롭게 ,IT/웹/통신,3.2,2999
1480,특허정보진흥센터 ,기관/협회,3.2,4001
1481,풍산홀딩스 ,기관/협회,3.2,5288
1482,한국도요타쯔우쇼 ,유통/무역/운송,3.2,4886
1483,한국무역정보통신 ,IT/웹/통신,3.2,4458
1484,한동대학교 ,교육업,3.2,3990
1485,현대엠시트 ,제조/화학,3.2,4760
1486,뉴냅스 ,의료/제약/복지,3.2,5998
1487,동아일보사 ,미디어/디자인,3.2,4283
1488,디자인톡톡 ,미디어/디자인,3.2,2706
1489,락플레이스 ,IT/웹/통신,3.2,3667
1490,마블러스 ,IT/웹/통신,3.2,4282
1491,보이스루 ,IT/웹/통신,3.2,3888
1492,비앤리커뮤니케이션즈 ,IT/웹/통신,3.2,3614
1493,빗썸코리아 ,IT/웹/통신,3.2,5265
1494,스마일게이트게임즈 ,IT/웹/통신,3.2,5002
1495,스푼라디오 ,IT/웹/통신,3.2,4756
1496,알에스기획 ,미디어/디자인,3.2,3180
1497,어니언텍 ,IT/웹/통신,3.2,3431
1498,에스비에스 ,미디어/디자인,3.2,5266
1499,우아한청년들 ,유통/무역/운송,3.2,4315
1500,이그니스 ,제조/화학,3.2,3952
1501,컴트리 ,제조/화학,3.2,3450
1502,CIMON ,제조/화학,3.2,3703
1503,건국대학교 ,교육업,3.2,4912
1504,경상대학교병원 ,의료/제약/복지,3.2,3633
1505,넷츠 ,IT/웹/통신,3.2,3738
1506,노바메저링인스트루먼트코리아 ,서비스업,3.2,5307
1507,도움과나눔 ,서비스업,3.2,2298
1508,로제타스톤코리아(유) ,IT/웹/통신,3.2,3473
1509,봉봉랩 호텔나우 ,IT/웹/통신,3.2,3113
1510,서울대학교병원 ,의료/제약/복지,3.2,4457
1511,엠피인터랙티브 ,미디어/디자인,3.2,3079
1512,오비맥주 ,제조/화학,3.2,5684
1513,유니드컴즈 ,IT/웹/통신,3.2,3198
1514,제이브릿지컴퍼니 ,IT/웹/통신,3.2,2708
1515,지에스홈쇼핑 ,유통/무역/운송,3.2,4941
1516,티에스에듀 ,교육업,3.2,2898
1517,하렉스인포텍 ,IT/웹/통신,3.2,4589
1518,한국도키멕 ,제조/화학,3.2,3675
1519,한국발명진흥회 ,기관/협회,3.2,4463
1520,한국환경산업기술원 ,기관/협회,3.2,4279
1521,해양환경관리공단 ,기관/협회,3.2,4883
1522,휴롬엘에스 ,제조/화학,3.2,4319
1523,(재)서울문화재단 ,미디어/디자인,3.2,3319
1524,고미코퍼레이션 ,IT/웹/통신,3.2,4032
1525,골프존 ,IT/웹/통신,3.2,4696
1526,더페이스샵 ,제조/화학,3.2,3829
1527,모비젠 ,IT/웹/통신,3.2,4064
1528,소셜빈 ,제조/화학,3.2,3081
1529,스프렉사코리아 ,유통/무역/운송,3.2,2298
1530,에스엘디티 ,IT/웹/통신,3.2,4520
1531,오토핸즈 ,IT/웹/통신,3.2,3461
1532,웨슬리퀘스트 ,서비스업,3.2,4305
1533,제이지비퍼블릭 ,미디어/디자인,3.2,3084
1534,크라우드웍스 ,IT/웹/통신,3.2,3872
1535,클래스유 ,IT/웹/통신,3.2,3646
1536,팀프레시 ,유통/무역/운송,3.2,3778
1537,파이버프로 ,제조/화학,3.2,4348
1538,강릉아산병원 ,의료/제약/복지,3.2,4433
1539,광주대학교 ,교육업,3.2,2975
1540,김앤장법률사무소 ,기관/협회,3.2,4815
1541,나뚜루 (매장) ,서비스업,3.2,2607
1542,네오다임 ,미디어/디자인,3.2,3207
1543,디엘 ,건설업,3.2,5785
1544,부산대학교병원 ,의료/제약/복지,3.2,3755
1545,서울9호선운영 ,유통/무역/운송,3.2,3798
1546,아마존카 ,서비스업,3.2,3252
1547,야놀자트래블 ,서비스업,3.2,3067
1548,에릭슨엘지 ,IT/웹/통신,3.2,5073
1549,엘에스엠앤엠 ,제조/화학,3.2,5298
1550,유니퀘스트 ,유통/무역/운송,3.2,4243
1551,유안타증권 ,은행/금융업,3.2,5395
1552,전북테크노파크(재) ,건설업,3.2,3181
1553,조선선재 ,제조/화학,3.2,4779
1554,중앙대학교 ,교육업,3.2,4034
1555,티피링크코리아(유) ,제조/화학,3.2,3787
1556,패스트파이브 ,서비스업,3.2,4220
1557,포천파워 ,제조/화학,3.2,5336
1558,한국광물자원공사 ,서비스업,3.2,6427
1559,한국엘러간 ,유통/무역/운송,3.2,5564
1560,한국이구스 ,제조/화학,3.2,3614
1561,한국투자증권 ,은행/금융업,3.2,5904
1562,한빛미디어 ,미디어/디자인,3.2,4067
1563,한양대학교 ,교육업,3.2,3455
1564,한화에너지 ,제조/화학,3.2,5535
1565,현대트랜시스 ,제조/화학,3.2,5658
1566,가치공간 ,서비스업,3.2,3333
1567,디렉터스컴퍼니 ,미디어/디자인,3.2,3795
1568,모션아이 ,IT/웹/통신,3.2,2978
1569,싸이버로지텍 ,IT/웹/통신,3.2,5162
1570,아이액츠 ,IT/웹/통신,3.2,2839
1571,앳홈 ,유통/무역/운송,3.2,3327
1572,어바웃펫 ,유통/무역/운송,3.2,3504
1573,에버리치에프앤비 ,서비스업,3.2,3168
1574,에프에스티 ,제조/화학,3.2,3914
1575,위민 ,IT/웹/통신,3.2,2599
1576,정림건축종합건축사사무소 ,건설업,3.2,4084
1577,클로봇 ,IT/웹/통신,3.2,4322
1578,피코그램 ,제조/화학,3.2,3347
1579,한국교육평가원 ,교육업,3.2,2365
1580,한컴 ,미디어/디자인,3.2,5527
1581,국립생태원 ,기관/협회,3.2,4193
1582,그린에어 ,제조/화학,3.2,4604
1583,대법원 ,기관/협회,3.2,3956
1584,리드커리어 ,서비스업,3.2,2747
1585,법무법인(유)지평 ,기관/협회,3.2,3224
1586,부천문화재단 ,기관/협회,3.2,2800
1587,씨제이시스템즈 ,IT/웹/통신,3.2,5429
1588,아우토크립트 ,IT/웹/통신,3.2,4850
1589,올릭스 ,의료/제약/복지,3.2,4500
1590,우진시스템 ,제조/화학,3.2,3684
1591,윤선생영어교실 ,유통/무역/운송,3.2,3249
1592,인사커뮤니케이션 ,IT/웹/통신,3.2,3072
1593,인테그리스코리아 ,제조/화학,3.2,4665
1594,중앙일보 ,미디어/디자인,3.2,4980
1595,클럽메드바캉스 ,서비스업,3.2,3291
1596,투게더앱스 ,은행/금융업,3.2,3873
1597,티아츠코리아 ,유통/무역/운송,3.2,3026
1598,하니웰애널리틱스 ,유통/무역/운송,3.2,4475
1599,한국애보트 ,유통/무역/운송,3.2,4991
1600,한양대학교 대학원 ,교육업,3.2,3463
1601,(재)대구테크노파크 ,기관/협회,3.2,3843
1602,가치브라더 ,IT/웹/통신,3.2,2766
1603,골프존카운티 ,서비스업,3.2,4287
1604,닥터다이어리 ,IT/웹/통신,3.2,3487
1605,마크베이스 ,IT/웹/통신,3.2,3678
1606,비투엔 ,IT/웹/통신,3.2,4982
1607,새길이엔시 ,건설업,3.2,3586
1608,소만사 ,IT/웹/통신,3.2,3763
1609,씨디엘호텔코리아 ,서비스업,3.2,3694
1610,아임웹 ,IT/웹/통신,3.2,3658
1611,아크로스 ,의료/제약/복지,3.2,3693
1612,애드에이치큐 ,미디어/디자인,3.2,3108
1613,에이젠글로벌 ,IT/웹/통신,3.2,3437
1614,오누이 ,교육업,3.2,4283
1615,중독컴퍼니 ,유통/무역/운송,3.2,2767
1616,지엔씨에너지 ,제조/화학,3.2,3393
1617,지이씨엘코리아 ,IT/웹/통신,3.2,3145
1618,케이씨피드 ,제조/화학,3.2,3353
1619,크래비스 ,제조/화학,3.2,3785
1620,티빙 ,미디어/디자인,3.2,5324
1621,픽소니어 ,IT/웹/통신,3.2,3978
1622,현대미포조선 ,제조/화학,3.2,5006
1623,현대백화점 ,유통/무역/운송,3.2,4580
1624,농심켈로그 ,제조/화학,3.2,5556
1625,대한에프에이시스템 ,IT/웹/통신,3.2,4560
1626,대한해운 ,유통/무역/운송,3.2,4900
1627,롯데엠시시 ,제조/화학,3.2,5309
1628,부천대학교 ,교육업,3.2,3414
1629,성도회계법인 ,기관/협회,3.2,3167
1630,엘에스지스카이셰프코리아 ,제조/화학,3.2,4845
1631,용진환경 ,제조/화학,3.2,3374
1632,웅진플레이도시 ,서비스업,3.2,2776
1633,위드유 ,서비스업,3.2,2379
1634,조선일보사 ,미디어/디자인,3.2,4955
1635,짜이서울 ,미디어/디자인,3.2,2903
1636,코오롱플라스틱 ,제조/화학,3.2,4764
1637,티웨이항공 ,유통/무역/운송,3.2,3733
1638,팜스토리 ,제조/화학,3.2,3566
1639,포항공과대학교 ,교육업,3.2,4821
1640,한국내화 ,제조/화학,3.2,4677
1641,한국미쓰도요 ,유통/무역/운송,3.2,3250
1642,한국신발피혁연구원 ,기관/협회,3.2,4954
1643,한국알콘 ,유통/무역/운송,3.2,4782
1644,한국청소년상담복지개발원 ,기관/협회,3.2,3879
1645,한화첨단소재 ,제조/화학,3.2,4864
1646,한화호텔앤드리조트플라자호텔 ,서비스업,3.2,3312
1647,현대엔지비 ,서비스업,3.2,4797
1648,넥스모어시스템즈 ,IT/웹/통신,3.2,3364
1649,딥브레인에이아이 ,IT/웹/통신,3.2,4242
1650,뷰티셀렉션 ,제조/화학,3.2,4964
1651,빙그레 ,제조/화학,3.2,4596
1652,씨제이이엔엠 오쇼핑부문 ,유통/무역/운송,3.2,5172
1653,에듀챌린지 ,교육업,3.2,3228
1654,웅진씽크빅 ,미디어/디자인,3.2,4286
1655,이스트시큐리티 ,IT/웹/통신,3.2,4238
1656,인터스텔라 ,미디어/디자인,3.2,3269
1657,코인베스트 ,IT/웹/통신,3.2,3520
1658,투게더스 ,IT/웹/통신,3.2,2819
1659,하림지주 ,서비스업,3.2,4017
1660,하이브로 ,IT/웹/통신,3.2,4590
1661,현대경제연구원 ,교육업,3.2,4489
1662,홈앤쇼핑 ,유통/무역/운송,3.2,4532
1663,국토연구원 ,기관/협회,3.2,3728
1664,노드데이타 ,IT/웹/통신,3.2,3303
1665,뉴데일리 ,미디어/디자인,3.2,2703
1666,두산전자 ,제조/화학,3.2,5509
1667,디엘건설 ,건설업,3.2,5218
1668,무림피앤피 ,제조/화학,3.2,4933
1669,브로제코리아 ,제조/화학,3.2,5205
1670,비티비솔루션 ,IT/웹/통신,3.2,4422
1671,삼정케이피엠지 ,기관/협회,3.2,5970
1672,시흥시청 ,건설업,3.2,2877
1673,쌍용씨앤이 ,제조/화학,3.2,5184
1674,알티베이스 ,IT/웹/통신,3.2,5221
1675,에이치디현대오일뱅크 ,제조/화학,3.2,5573
1676,에이치앤엠헤네스앤모리츠 ,유통/무역/운송,3.2,3059
1677,에이치엠엠 ,유통/무역/운송,3.2,4920
1678,연세세브란스병원 ,의료/제약/복지,3.2,4708
1679,이코랜스 ,교육업,3.2,2933
1680,일동제약 ,의료/제약/복지,3.2,5138
1681,제이앤제이인터렉티브 ,미디어/디자인,3.2,3487
1682,코센 ,제조/화학,3.2,3579
1683,코오롱인더스트리 ,제조/화학,3.2,5155
1684,태산엘시디 ,제조/화학,3.2,3607
1685,티케이지휴켐스 ,제조/화학,3.2,5537
1686,한국구보다 ,유통/무역/운송,3.2,3493
1687,한미글로벌건축사사무소 ,건설업,3.2,4538
1688,한양대학교병원 ,의료/제약/복지,3.2,4198
1689,경향신문사 ,미디어/디자인,3.2,3830
1690,데일리 ,IT/웹/통신,3.2,3318
1691,문화방송 ,미디어/디자인,3.2,5146
1692,베어로보틱스코리아 ,IT/웹/통신,3.2,6182
1693,수젠텍 ,의료/제약/복지,3.2,3667
1694,아이엠아이 ,IT/웹/통신,3.2,3499
1695,아이티로그인 ,유통/무역/운송,3.2,3352
1696,어반플레이 ,미디어/디자인,3.2,2869
1697,에스비에스에이앤티 ,IT/웹/통신,3.2,4191
1698,에이피테크놀로지 ,의료/제약/복지,3.2,3768
1699,엘엑스하우시스 ,제조/화학,3.2,5105
1700,위너스오토메이션 ,제조/화학,3.2,3207
1701,위버스컴퍼니 ,IT/웹/통신,3.2,5718
1702,장민이엔씨 ,건설업,3.2,3566
1703,테크로스 ,제조/화학,3.2,3911
1704,파인디지털 ,제조/화학,3.2,3722
1705,피플리 ,IT/웹/통신,3.2,3651
1706,하우스미디어 ,유통/무역/운송,3.2,4295
1707,한일네트워크엔지니어링 ,건설업,3.2,3848
1708,갭코리아 ,서비스업,3.2,3807
1709,고려아연 ,제조/화학,3.2,5003
1710,고려해운 ,유통/무역/운송,3.2,4969
1711,국민일보 ,미디어/디자인,3.2,3954
1712,그레이프피알앤컨설팅 ,미디어/디자인,3.2,2903
1713,머스크컨트랙트로지스틱스코리아(유) ,유통/무역/운송,3.2,3617
1714,삼성엔지니어링 ,제조/화학,3.2,6136
1715,아주대학교의료원 ,제조/화학,3.2,4603
1716,앱노트 ,IT/웹/통신,3.2,3175
1717,엘에스메탈 ,제조/화학,3.2,4614
1718,엠에이티플러스 ,제조/화학,3.2,3198
1719,연세대학교 대학원 ,교육업,3.2,3791
1720,와이어드컴퍼니 ,IT/웹/통신,3.2,3543
1721,월트디즈니컴패니코리아 ,미디어/디자인,3.2,6021
1722,유량조사사업단 ,서비스업,3.2,4045
1723,이노시스컴퍼니 ,IT/웹/통신,3.2,2733
1724,전북대학교병원 ,의료/제약/복지,3.2,3598
1725,질병관리청 ,기관/협회,3.2,3423
1726,피아이첨단소재 ,제조/화학,3.2,5163
1727,한국국방연구원 ,기관/협회,3.2,4061
1728,한국스트라이커 ,유통/무역/운송,3.2,5329
1729,한국자산평가 ,IT/웹/통신,3.2,3943
1730,해마로푸드서비스 ,유통/무역/운송,3.2,4331
1731,(사)타이드인스티튜트 ,기관/협회,3.2,3669
1732,노매드커넥션 ,IT/웹/통신,3.2,2995
1733,뉴딘콘텐츠 ,IT/웹/통신,3.2,3683
1734,디셈버앤컴퍼니 ,은행/금융업,3.2,5958
1735,라이앤캐처스 ,IT/웹/통신,3.2,4264
1736,라이픽 ,IT/웹/통신,3.2,5059
1737,메쎄이상 ,서비스업,3.2,3515
1738,미디어브레인 ,IT/웹/통신,3.2,2454
1739,벡셀 ,제조/화학,3.2,3803
1740,부산롯데호텔 ,서비스업,3.2,3585
1741,비비월드 ,제조/화학,3.2,2704
1742,신세계프라퍼티 ,건설업,3.2,5209
1743,썬앳푸드 ,서비스업,3.2,2992
1744,쓰리디팩토리 ,IT/웹/통신,3.2,3443
1745,아린엠에이치씨 ,제조/화학,3.2,3091
1746,에스티인터내셔널코퍼레이션 ,유통/무역/운송,3.2,6791
1747,에이디테크놀로지 ,제조/화학,3.2,4532
1748,엘지생활건강 ,제조/화학,3.2,5120
1749,올댓캠퍼스 ,서비스업,3.2,3087
1750,월비통상 ,제조/화학,3.2,3432
1751,중앙백신연구소 ,의료/제약/복지,3.2,3216
1752,지놈앤컴퍼니 ,의료/제약/복지,3.2,4274
1753,지엔엠라이프 ,제조/화학,3.2,3676
1754,카카오엔터테인먼트 ,IT/웹/통신,3.2,4951
1755,컴투스 ,IT/웹/통신,3.2,4411
1756,코리아트리즈 ,미디어/디자인,3.2,3328
1757,펫프렌즈 ,유통/무역/운송,3.2,4001
1758,푸드테크 ,IT/웹/통신,3.2,4564
1759,프라미스에듀 ,교육업,3.2,2721
1760,가온전선 ,제조/화학,3.2,4453
1761,대림미술관 ,기관/협회,3.2,2556
1762,디안트보르트 ,미디어/디자인,3.2,2629
1763,라온건설 ,건설업,3.2,4845
1764,로버트월터스코리아 ,서비스업,3.2,4089
1765,리뷰플레이스 ,IT/웹/통신,3.2,3831
1766,법무법인세종 ,기관/협회,3.2,4134
1767,삼성반도체 ,유통/무역/운송,3.2,3753
1768,삼성전자판매 ,유통/무역/운송,3.2,4367
1769,삼환기업 ,건설업,3.2,4896
1770,성신여자대학교 ,교육업,3.2,3454
1771,소상공인시장진흥공단 ,기관/협회,3.2,3244
1772,신한카드 ,은행/금융업,3.2,5948
1773,씨제이이앤엠 ,미디어/디자인,3.2,4623
1774,아주대학교 ,교육업,3.2,3958
1775,애드우드커뮤니케이션즈 ,제조/화학,3.2,2325
1776,오리온테크놀리지 ,제조/화학,3.2,3654
1777,인피콘 ,유통/무역/운송,3.2,4177
1778,제이티비씨 ,미디어/디자인,3.2,4894
1779,칼스톨츠엔도스코피코리아(유) ,유통/무역/운송,3.2,4175
1780,코레일유통 ,유통/무역/운송,3.2,3062
1781,코오롱모터스 ,유통/무역/운송,3.2,3573
1782,포인트아이 ,IT/웹/통신,3.2,4117
1783,하이디스테크놀로지 ,제조/화학,3.2,4039
1784,한국세라믹기술원 ,기관/협회,3.2,3546
1785,한국자산신탁 ,은행/금융업,3.2,6033
1786,한국재무설계 ,은행/금융업,3.2,3520
1787,한국전시산업진흥회 ,기관/협회,3.2,4038
1788,한국캘러웨이골프(유) ,유통/무역/운송,3.2,4628
1789,한국피자헛(유) ,서비스업,3.2,3434
1790,한화증권 ,은행/금융업,3.2,6110
1791,고고밴코리아 ,서비스업,3.2,3808
1792,더위버크리에이티브 ,미디어/디자인,3.2,3197
1793,디지털포토 ,미디어/디자인,3.2,3553
1794,리얼투데이 ,기관/협회,3.2,3901
1795,먼슬리키친 ,IT/웹/통신,3.2,3532
1796,메가뉴스 ,IT/웹/통신,3.2,3477
1797,밀리의서재 ,서비스업,3.2,4913
1798,뱅크샐러드 ,IT/웹/통신,3.2,5473
1799,시크릿키 ,제조/화학,3.2,3449
1800,아이씨비 ,은행/금융업,3.2,4031
1801,아이티엠코퍼레이션건축사사무소 ,건설업,3.2,3594
1802,엘에스 ,기관/협회,3.2,5000
1803,엠플랜잇 ,미디어/디자인,3.2,2950
1804,인스웨이브시스템즈 ,IT/웹/통신,3.2,3476
1805,자연인 ,제조/화학,3.2,3545
1806,젠스타 ,서비스업,3.2,4416
1807,케이비데이타시스템 ,IT/웹/통신,3.2,4874
1808,국립현대미술관 ,서비스업,3.2,2499
1809,대웅바이오 ,의료/제약/복지,3.2,4529
1810,더브라운베이커리 ,제조/화학,3.2,2765
1811,동국알앤에스 ,제조/화학,3.2,3898
1812,두산건설 ,건설업,3.2,5393
1813,메가박스중앙 ,미디어/디자인,3.2,3267
1814,메디포스트 ,의료/제약/복지,3.2,3821
1815,메트로신문사 ,미디어/디자인,3.2,2924
1816,브리티쉬아메리칸토바코코리아제조 ,제조/화학,3.2,4798
1817,씨에스쉐어링 ,IT/웹/통신,3.2,2678
1818,아사히글라스 화인테크노코리아 ,제조/화학,3.2,4413
1819,아이엘포유 ,IT/웹/통신,3.2,2754
1820,에스케이케미칼 ,제조/화학,3.2,4914
1821,에스코어 ,IT/웹/통신,3.2,5321
1822,에이치라인해운 ,유통/무역/운송,3.2,5526
1823,이수건설 ,건설업,3.2,4814
1824,일성건설 ,건설업,3.2,4682
1825,잡코리아 유한책임회사 ,IT/웹/통신,3.2,4257
1826,텐노드솔루션 ,IT/웹/통신,3.2,3577
1827,펑타이그레이터차이나(유)영업소 ,미디어/디자인,3.2,4042
1828,하나은행 ,은행/금융업,3.2,5864
1829,한국마쯔다니 ,유통/무역/운송,3.2,4519
1830,한화에스앤씨 ,IT/웹/통신,3.2,4905
1831,홍익대학교 ,교육업,3.2,4024
1832,(사)한국경제연구원 ,기관/협회,3.2,5768
1833,대한항공 ,유통/무역/운송,3.2,4814
1834,디스트릭트코리아 ,미디어/디자인,3.2,5822
1835,디파이 ,IT/웹/통신,3.2,3381
1836,메이크메이커 ,미디어/디자인,3.2,2840
1837,미리디 ,IT/웹/통신,3.2,3295
1838,비스텔리젼스 ,IT/웹/통신,3.2,4384
1839,서울경제신문 ,미디어/디자인,3.2,4304
1840,수산인더스트리 ,건설업,3.2,3943
1841,스마트로 ,IT/웹/통신,3.2,4311
1842,신세계사이먼 ,건설업,3.2,5342
1843,앤알커뮤니케이션 ,서비스업,3.2,3401
1844,엘지씨엔에스 ,IT/웹/통신,3.2,5321
1845,와드 ,IT/웹/통신,3.2,6033
1846,카카오브이엑스 ,IT/웹/통신,3.2,4230
1847,케이엠헬스케어 ,제조/화학,3.2,3614
1848,퍼니웍 ,IT/웹/통신,3.2,3051
1849,평화발레오 ,제조/화학,3.2,4672
1850,하이퍼커넥트 ,IT/웹/통신,3.2,5157
1851,한국페트라이트 ,유통/무역/운송,3.2,3418
1852,한화건설 ,건설업,3.2,5554
1853,현대케피코 ,제조/화학,3.2,6133
1854,휴롬 ,제조/화학,3.2,4209
1855,고신대학교 복음병원 ,의료/제약/복지,3.2,4221
1856,농협하나로마트 (매장) ,유통/무역/운송,3.2,4155
1857,동부건설 ,건설업,3.2,5339
1858,동양파이낸셜대부 ,은행/금융업,3.2,2961
1859,롯데쇼핑 ,유통/무역/운송,3.2,4504
1860,룩센트인코포레이티드 ,기관/협회,3.2,6382
1861,상암커뮤니케이션즈 ,미디어/디자인,3.2,4073
1862,엑세스서울 ,IT/웹/통신,3.2,6398
1863,이노버즈미디어 ,기관/협회,3.2,3456
1864,충북대학교병원 ,의료/제약/복지,3.2,4125
1865,코리아보드게임즈 ,유통/무역/운송,3.2,4113
1866,쿠도커뮤니케이션 ,제조/화학,3.2,3813
1867,쿠팡 ,유통/무역/운송,3.2,5152
1868,큐렉소 ,의료/제약/복지,3.2,4221
1869,태광실업 ,제조/화학,3.2,4116
1870,태평양물산 ,제조/화학,3.2,4780
1871,포스코엔지니어링 ,건설업,3.2,5315
1872,플레이디-메이블 ,미디어/디자인,3.2,3458
1873,하이테크엔지니어링 ,제조/화학,3.2,3628
1874,한국미쓰비시상사 ,유통/무역/운송,3.2,7748
1875,한국수산자원관리공단 ,기관/협회,3.2,3402
1876,한국아이비엠 ,IT/웹/통신,3.2,5137
1877,한영회계법인 ,기관/협회,3.2,5774
1878,헬로서치 ,서비스업,3.2,3023
1879,휴먼엔시스 ,IT/웹/통신,3.2,3678
1880,(재)세종문화회관 ,미디어/디자인,3.1,3282
1881,(재)한국화학융합시험연구원 ,제조/화학,3.1,4443
1882,(재)행복나눔재단 ,의료/제약/복지,3.1,4237
1883,고피자 ,서비스업,3.1,3407
1884,날리지큐브 ,IT/웹/통신,3.1,3331
1885,네오위즈플레이스튜디오 ,IT/웹/통신,3.1,4294
1886,디시인사이드 ,IT/웹/통신,3.1,3423
1887,디에스앤텍 ,IT/웹/통신,3.1,3036
1888,레드브릭 ,IT/웹/통신,3.1,4061
1889,브랜드엑스코퍼레이션 ,IT/웹/통신,3.1,4158
1890,삼진 ,제조/화학,3.1,3460
1891,세쓰요아스텍 한국지점 ,유통/무역/운송,3.1,3578
1892,슬로워크 ,IT/웹/통신,3.1,3137
1893,싸이맥스 ,제조/화학,3.1,4034
1894,아톤 ,IT/웹/통신,3.1,4222
1895,엘림넷 ,IT/웹/통신,3.1,3591
1896,엠비씨플러스 ,미디어/디자인,3.1,4142
1897,엠플라인 ,서비스업,3.1,2181
1898,오토위니 ,IT/웹/통신,3.1,3100
1899,위시드인베스트먼트 ,미디어/디자인,3.1,3208
1900,윈큐브마케팅 ,서비스업,3.1,3146
1901,이지로보틱스 ,IT/웹/통신,3.1,7007
1902,인성정보 ,IT/웹/통신,3.1,3988
1903,케이티 ,IT/웹/통신,3.1,5316
1904,클로버추얼패션 ,IT/웹/통신,3.1,4546
1905,키위플러스 ,IT/웹/통신,3.1,4631
1906,킨텍스 ,서비스업,3.1,5051
1907,터보맥스 ,제조/화학,3.1,3650
1908,필립스코리아 ,유통/무역/운송,3.1,5328
1909,한수 ,제조/화학,3.1,3540
1910,헥토헬스케어 ,의료/제약/복지,3.1,4116
1911,고스디자인 ,미디어/디자인,3.1,3040
1912,국제백신연구소 ,의료/제약/복지,3.1,3874
1913,나스테크 ,제조/화학,3.1,4173
1914,뉴스킨코리아 ,유통/무역/운송,3.1,4810
1915,다인정공 ,제조/화학,3.1,4054
1916,대방산업개발 ,건설업,3.1,4871
1917,동문건설 ,건설업,3.1,5098
1918,법무법인(유)태평양 ,기관/협회,3.1,3980
1919,부산국제영화제 ,미디어/디자인,3.1,4105
1920,송현홀딩스 ,제조/화학,3.1,4851
1921,아세아제지 ,제조/화학,3.1,4514
1922,에스피브이 ,제조/화학,3.1,3342
1923,연세대학교 원주세브란스기독병원 ,의료/제약/복지,3.1,4361
1924,유니원아이앤씨 ,유통/무역/운송,3.1,4090
1925,유학피플 ,교육업,3.1,2936
1926,자민경 ,제조/화학,3.1,3441
1927,조광페인트 ,제조/화학,3.1,4042
1928,지노비즈 ,서비스업,3.1,2586
1929,지에스건설 ,건설업,3.1,6445
1930,창비 ,미디어/디자인,3.1,3703
1931,코드파트너즈 ,IT/웹/통신,3.1,3189
1932,코오롱제약 ,의료/제약/복지,3.1,4416
1933,피에스지 ,유통/무역/운송,3.1,4111
